fecha_hora,ritmo_cardiaco,velocidad,distancia,tipo_terreno,fuente_registro,id_tipo_actividad,id_usuario,id_ubicacion
2023-11-23 20:43:03.441307,105,9.02,518.85,Tierra,Celular,1,1,562
2023-11-23 20:43:08.441307,92,9.51,527.0400000000001,Tierra,Celular,1,1,562
2023-11-23 20:43:13.441307,152,10.19,536.09,Tierra,Celular,1,1,562
2023-11-23 20:43:18.441307,154,5.47,540.2,Tierra,Celular,1,1,562
2023-11-23 20:43:23.441307,127,10.23,559.73,Tierra,Celular,1,1,562
2023-11-23 20:43:28.441307,144,14.29,574.27,Tierra,Celular,1,1,562
2023-11-23 20:43:33.441307,122,13.23,595.34,Tierra,Celular,1,1,562
2023-11-23 20:43:38.441307,114,13.47,612.0600000000001,Tierra,Celular,1,1,562
2023-11-23 20:43:43.441307,140,12.03,634.61,Tierra,Celular,1,1,562
2023-11-23 20:43:48.441307,105,11.22,651.8000000000001,Tierra,Celular,1,1,562
2023-11-23 20:43:53.441307,82,8.94,666.3700000000001,Tierra,Celular,1,1,562
2023-11-23 20:43:58.441307,122,11.8,678.1500000000001,Tierra,Celular,1,1,562
2023-11-23 20:44:03.441307,158,9.23,692.32,Tierra,Celular,1,1,562
2023-11-23 20:44:08.441307,135,13.5,707.36,Tierra,Celular,1,1,562
2023-11-23 20:44:13.441307,126,6.3,712.44,Tierra,Celular,1,1,562
2023-11-23 20:44:18.441307,136,11.38,734.0,Tierra,Celular,1,1,562
2023-11-23 20:44:23.441307,126,11.19,746.3,Tierra,Celular,1,1,562
2023-11-23 20:44:28.441307,101,10.56,765.8199999999999,Tierra,Celular,1,1,562
2023-11-23 20:44:33.441307,126,9.5,781.14,Tierra,Celular,1,1,562
2023-11-23 20:44:38.441307,135,10.14,793.33,Tierra,Celular,1,1,562
2023-11-23 20:44:43.441307,82,14.9,806.22,Tierra,Celular,1,1,562
2023-11-23 20:44:48.441307,99,11.89,816.94,Tierra,Celular,1,1,562
2023-11-23 20:44:53.441307,124,14.82,839.62,Tierra,Celular,1,1,562
2023-11-23 20:44:58.441307,114,11.02,847.35,Tierra,Celular,1,1,562
2023-11-23 20:45:03.441307,117,14.08,869.6700000000001,Tierra,Celular,1,1,562
2023-11-23 20:45:08.441307,142,9.55,887.57,Tierra,Celular,1,1,562
2023-11-23 20:45:13.441307,93,12.56,900.94,Tierra,Celular,1,1,562
2023-11-23 20:45:18.441307,149,12.07,923.94,Tierra,Celular,1,1,562
2023-11-23 20:45:23.441307,103,14.19,933.1,Tierra,Celular,1,1,562
2023-11-23 20:45:28.441307,126,5.3,937.58,Tierra,Celular,1,1,562
2023-11-23 20:45:33.441307,128,13.03,951.47,Tierra,Celular,1,1,562
2023-11-23 20:45:38.441307,104,7.76,966.22,Tierra,Celular,1,1,562
2023-11-23 20:45:43.441307,139,14.77,985.5500000000001,Tierra,Celular,1,1,562
2023-11-23 20:45:48.441307,101,10.98,1000.07,Tierra,Celular,1,1,562
2023-11-23 20:45:53.441307,140,14.92,1013.0600000000001,Tierra,Celular,1,1,562
2023-11-23 20:45:58.441307,133,7.98,1021.44,Tierra,Celular,1,1,562
2023-11-23 20:46:03.441307,155,6.28,1027.74,Tierra,Celular,1,1,562
2023-11-23 20:46:08.441307,146,10.22,1038.19,Tierra,Celular,1,1,562
2023-11-23 20:46:13.441307,144,11.5,1049.67,Tierra,Celular,1,1,562
2023-11-23 20:46:18.441307,139,12.69,1061.0500000000002,Tierra,Celular,1,1,562
2023-11-23 20:46:23.441307,82,14.75,1088.8000000000002,Tierra,Celular,1,1,562
2023-11-23 20:46:28.441307,111,13.34,1108.17,Tierra,Celular,1,1,562
2023-11-23 20:46:33.441307,104,9.99,1126.01,Tierra,Celular,1,1,562
2023-11-23 20:46:38.441307,138,12.73,1143.87,Tierra,Celular,1,1,562
2023-11-23 20:46:43.441307,123,13.05,1161.4399999999998,Tierra,Celular,1,1,562
2023-11-23 20:46:48.441307,100,7.14,1168.4499999999998,Tierra,Celular,1,1,562
2023-11-23 20:46:53.441307,103,7.27,1178.3999999999999,Tierra,Celular,1,1,562
2023-11-23 20:46:58.441307,122,11.61,1194.2699999999998,Tierra,Celular,1,1,562
2023-11-23 20:47:03.441307,150,14.79,1219.3399999999997,Tierra,Celular,1,1,562
2023-11-23 20:47:08.441307,152,9.4,1234.2899999999997,Tierra,Celular,1,1,562
2023-11-23 20:47:13.441307,160,9.59,1251.0599999999997,Tierra,Celular,1,1,562
2023-11-23 20:47:18.441307,84,8.12,1257.2099999999998,Tierra,Celular,1,1,562
2023-11-23 20:47:23.441307,91,11.12,1275.4799999999998,Tierra,Celular,1,1,562
2023-11-23 20:47:28.441307,153,6.07,1282.12,Tierra,Celular,1,1,562
2023-11-23 20:47:33.441307,105,6.18,1287.11,Tierra,Celular,1,1,562
2023-11-23 20:47:38.441307,133,11.48,1308.7099999999998,Tierra,Celular,1,1,562
2023-11-23 20:47:43.441307,141,11.04,1327.1899999999998,Tierra,Celular,1,1,562
2023-11-23 20:47:48.441307,145,9.26,1337.6699999999998,Tierra,Celular,1,1,562
2023-11-23 20:47:53.441307,145,11.94,1352.2299999999998,Tierra,Celular,1,1,562
2023-11-23 20:47:58.441307,150,9.51,1368.3499999999997,Tierra,Celular,1,1,562
2023-11-23 20:48:03.441307,122,10.26,1377.0499999999997,Tierra,Celular,1,1,562
2023-11-23 20:48:08.441307,134,11.19,1385.9299999999998,Tierra,Celular,1,1,562
2023-11-23 20:48:13.441307,108,12.91,1397.9399999999998,Tierra,Celular,1,1,562
2023-11-23 20:48:18.441307,108,10.34,1410.4199999999998,Tierra,Celular,1,1,562
2023-11-23 20:48:23.441307,86,10.96,1421.83,Tierra,Celular,1,1,562
2023-11-23 20:48:28.441307,141,6.95,1427.28,Tierra,Celular,1,1,562
2023-11-23 20:48:33.441307,133,6.54,1435.54,Tierra,Celular,1,1,562
2023-11-23 20:48:38.441307,142,14.98,1464.26,Tierra,Celular,1,1,562
2023-11-23 20:48:43.441307,121,12.03,1470.67,Tierra,Celular,1,1,562
2023-11-23 20:48:48.441307,132,14.51,1482.49,Tierra,Celular,1,1,562
2023-11-23 20:48:53.441307,153,13.35,1489.85,Tierra,Celular,1,1,562
2023-11-23 20:48:58.441307,150,6.33,1498.84,Tierra,Celular,1,1,562
2023-11-23 20:49:03.441307,141,8.07,1513.6399999999999,Tierra,Celular,1,1,562
2023-11-23 20:49:08.441307,82,9.49,1526.3899999999999,Tierra,Celular,1,1,562
2023-11-23 20:49:13.441307,153,13.56,1540.1899999999998,Tierra,Celular,1,1,562
2023-11-23 20:49:18.441307,143,9.02,1545.9999999999998,Tierra,Celular,1,1,562
2023-11-23 20:49:23.441307,128,8.71,1558.4399999999998,Tierra,Celular,1,1,562
2023-11-23 20:49:28.441307,121,9.05,1566.57,Tierra,Celular,1,1,562
2023-11-23 20:49:33.441307,156,11.59,1587.24,Tierra,Celular,1,1,562
2023-11-23 20:49:38.441307,82,9.4,1605.4,Tierra,Celular,1,1,562
2023-11-23 20:49:43.441307,99,14.86,1632.15,Tierra,Celular,1,1,562
2023-11-23 20:49:48.441307,134,10.27,1639.3000000000002,Tierra,Celular,1,1,562
2023-11-23 20:49:53.441307,89,5.8,1645.2100000000003,Tierra,Celular,1,1,562
2023-11-23 20:49:58.441307,128,14.22,1665.6300000000003,Tierra,Celular,1,1,562
2023-11-23 20:50:03.441307,149,5.92,1672.5000000000002,Tierra,Celular,1,1,562
2023-11-23 20:50:08.441307,136,6.86,1676.6900000000003,Tierra,Celular,1,1,562
2023-11-23 20:50:13.441307,102,13.26,1700.7400000000002,Tierra,Celular,1,1,562
2023-11-23 20:50:18.441307,81,6.14,1710.2400000000002,Tierra,Celular,1,1,562
2023-11-23 20:50:23.441307,100,7.8,1719.2500000000002,Tierra,Celular,1,1,562
2023-11-23 20:50:28.441307,147,6.98,1731.2200000000003,Tierra,Celular,1,1,562
2023-11-23 20:50:33.441307,87,11.19,1749.0500000000002,Tierra,Celular,1,1,562
2023-11-23 20:50:38.441307,146,10.15,1760.4800000000002,Tierra,Celular,1,1,562
2023-11-23 20:50:43.441307,111,7.13,1769.0800000000002,Tierra,Celular,1,1,562
2023-11-23 20:50:48.441307,111,6.89,1782.0500000000002,Tierra,Celular,1,1,562
2023-11-23 20:50:53.441307,83,11.16,1794.38,Tierra,Celular,1,1,562
2023-11-23 20:50:58.441307,155,11.24,1801.92,Tierra,Celular,1,1,562
2023-11-23 20:51:03.441307,114,12.12,1825.79,Tierra,Celular,1,1,562
2023-11-23 20:51:08.441307,148,11.52,1835.55,Tierra,Celular,1,1,562
2023-11-23 20:51:13.441307,146,11.84,1850.6,Tierra,Celular,1,1,562
2023-11-23 20:51:18.441307,82,9.2,1856.4599999999998,Tierra,Celular,1,1,562
2023-11-23 20:51:23.441307,139,8.55,1873.2499999999998,Tierra,Celular,1,1,562
2023-11-23 20:51:28.441307,115,14.53,1883.0999999999997,Tierra,Celular,1,1,562
2023-11-23 20:51:33.441307,152,7.91,1892.6799999999996,Tierra,Celular,1,1,562
2023-11-23 20:51:38.441307,130,10.31,1901.1999999999996,Tierra,Celular,1,1,562
2023-11-23 20:51:43.441307,110,14.43,1922.3699999999997,Tierra,Celular,1,1,562
2023-11-23 20:51:48.441307,141,7.63,1932.0599999999997,Tierra,Celular,1,1,562
2023-11-23 20:51:53.441307,82,5.77,1939.2299999999998,Tierra,Celular,1,1,562
2023-11-23 20:51:58.441307,141,6.29,1949.5799999999997,Tierra,Celular,1,1,562
2023-11-23 20:52:03.441307,91,9.67,1965.1699999999996,Tierra,Celular,1,1,562
2023-11-23 20:52:08.441307,81,8.77,1971.8899999999996,Tierra,Celular,1,1,562
2023-11-23 20:52:13.441307,142,8.49,1988.6599999999996,Tierra,Celular,1,1,562
2023-11-23 20:52:18.441307,125,11.56,1999.1399999999996,Tierra,Celular,1,1,562
2023-11-23 20:52:23.441307,104,10.9,2014.8699999999997,Tierra,Celular,1,1,562
2023-11-23 20:52:28.441307,85,5.61,2017.9199999999996,Tierra,Celular,1,1,562
2023-11-23 20:52:33.441307,139,6.17,2028.4599999999996,Tierra,Celular,1,1,562
2023-11-23 20:52:38.441307,116,10.55,2033.7899999999995,Tierra,Celular,1,1,562
2023-11-23 20:52:43.441307,99,5.95,2037.0499999999995,Tierra,Celular,1,1,562
2023-11-23 20:52:48.441307,160,9.38,2043.2499999999995,Tierra,Celular,1,1,562
2023-11-23 20:52:53.441307,158,12.17,2067.3399999999997,Tierra,Celular,1,1,562
2023-11-23 20:52:58.441307,159,11.41,2077.2299999999996,Tierra,Celular,1,1,562
2023-11-23 20:53:03.441307,129,10.55,2084.7199999999993,Tierra,Celular,1,1,562
2023-11-23 20:53:08.441307,149,12.26,2092.5899999999992,Tierra,Celular,1,1,562
2023-11-23 20:53:13.441307,104,14.37,2102.7599999999993,Tierra,Celular,1,1,562
2023-11-23 20:53:18.441307,142,10.11,2114.3699999999994,Tierra,Celular,1,1,562
2023-11-23 20:53:23.441307,131,10.84,2131.8499999999995,Tierra,Celular,1,1,562
2023-11-23 20:53:28.441307,160,13.29,2144.4099999999994,Tierra,Celular,1,1,562
2023-11-23 20:53:33.441307,159,5.64,2148.1699999999996,Tierra,Celular,1,1,562
2023-11-23 20:53:38.441307,93,9.75,2163.9599999999996,Tierra,Celular,1,1,562
2023-11-23 20:53:43.441307,154,8.45,2169.6499999999996,Tierra,Celular,1,1,562
2023-11-23 20:53:48.441307,123,5.7,2178.3999999999996,Tierra,Celular,1,1,562
2023-11-23 20:53:53.441307,151,11.81,2199.3699999999994,Tierra,Celular,1,1,562
2023-11-23 20:53:58.441307,153,10.4,2219.5099999999993,Tierra,Celular,1,1,562
2023-11-23 20:54:03.441307,89,6.95,2233.2999999999993,Tierra,Celular,1,1,562
2023-11-23 20:54:08.441307,127,13.96,2241.789999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:13.441307,137,11.32,2256.449999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:18.441307,81,10.28,2271.729999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:23.441307,109,13.09,2289.209999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:28.441307,131,9.96,2294.409999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:33.441307,149,12.53,2311.249999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:38.441307,106,9.79,2316.639999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:43.441307,97,8.17,2322.229999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:48.441307,102,11.47,2333.859999999999,Tierra,Celular,1,1,562
2023-11-23 20:54:53.441307,111,9.48,2339.7599999999993,Tierra,Celular,1,1,562
2023-11-23 20:54:58.441307,147,5.88,2342.939999999999,Tierra,Celular,1,1,562
2023-11-23 20:55:03.441307,84,7.13,2347.899999999999,Tierra,Celular,1,1,562
2023-11-23 20:55:08.441307,148,10.64,2355.749999999999,Tierra,Celular,1,1,562
2023-11-23 20:55:13.441307,145,14.83,2383.179999999999,Tierra,Celular,1,1,562
2023-11-23 20:55:18.441307,156,7.39,2391.159999999999,Tierra,Celular,1,1,562
2023-11-23 20:55:23.441307,138,14.71,2416.169999999999,Tierra,Celular,1,1,562
2023-11-23 20:55:28.441307,149,13.36,2428.639999999999,Tierra,Celular,1,1,562
2023-11-23 20:55:33.441307,152,10.02,2438.209999999999,Tierra,Celular,1,1,562
2023-11-23 20:55:38.441307,128,7.27,2449.4899999999993,Tierra,Celular,1,1,562
2023-11-23 20:55:43.441307,107,12.13,2469.2399999999993,Tierra,Celular,1,1,562
2023-11-23 20:55:48.441307,100,13.48,2492.3499999999995,Tierra,Celular,1,1,562
2023-11-23 20:55:53.441307,129,13.99,2515.3599999999997,Tierra,Celular,1,1,562
2023-11-23 20:55:58.441307,85,8.56,2531.0899999999997,Tierra,Celular,1,1,562
2023-11-23 20:56:03.441307,144,9.29,2547.6299999999997,Tierra,Celular,1,1,562
2023-11-23 20:56:08.441307,121,6.38,2559.97,Tierra,Celular,1,1,562
2023-11-23 20:56:13.441307,143,11.73,2580.74,Tierra,Celular,1,1,562
2023-11-23 20:56:18.441307,88,8.92,2585.75,Tierra,Celular,1,1,562
2023-11-23 20:56:23.441307,83,7.98,2601.58,Tierra,Celular,1,1,562
2023-11-23 20:56:28.441307,103,6.7,2606.16,Tierra,Celular,1,1,562
2023-11-23 20:56:33.441307,123,14.76,2624.6,Tierra,Celular,1,1,562
2023-11-23 20:56:38.441307,125,9.14,2632.45,Tierra,Celular,1,1,562
2023-11-23 20:56:43.441307,141,9.81,2644.33,Tierra,Celular,1,1,562
2023-11-23 20:56:48.441307,139,7.08,2657.4,Tierra,Celular,1,1,562
2023-11-23 20:56:53.441307,89,6.75,2661.9700000000003,Tierra,Celular,1,1,562
2023-11-23 20:56:58.441307,80,12.12,2676.09,Tierra,Celular,1,1,562
2023-11-23 20:57:03.441307,140,10.44,2688.55,Tierra,Celular,1,1,562
2023-11-23 20:57:08.441307,108,8.64,2703.73,Tierra,Celular,1,1,562
2023-11-23 20:57:13.441307,145,14.98,2729.22,Tierra,Celular,1,1,562
2023-11-23 20:57:18.441307,89,5.39,2732.5899999999997,Tierra,Celular,1,1,562
2023-11-23 20:57:23.441307,105,8.29,2741.7799999999997,Tierra,Celular,1,1,562
2023-11-23 20:57:28.441307,146,7.57,2752.4199999999996,Tierra,Celular,1,1,562
2023-11-23 20:57:33.441307,104,5.31,2757.8399999999997,Tierra,Celular,1,1,562
2023-11-23 20:57:38.441307,144,12.25,2768.72,Tierra,Celular,1,1,562
2023-11-23 20:57:43.441307,141,6.5,2780.75,Tierra,Celular,1,1,562
2023-11-23 20:57:48.441307,124,14.8,2800.33,Tierra,Celular,1,1,562
2023-11-23 20:57:53.441307,125,11.1,2814.71,Tierra,Celular,1,1,562
2023-11-23 20:57:58.441307,92,8.74,2819.91,Tierra,Celular,1,1,562
2023-11-23 20:58:03.441307,140,9.38,2828.45,Tierra,Celular,1,1,562
2023-11-23 20:58:08.441307,101,11.83,2836.7599999999998,Tierra,Celular,1,1,562
2023-11-23 20:58:13.441307,123,14.52,2859.4799999999996,Tierra,Celular,1,1,562
2023-11-23 20:58:18.441307,97,6.24,2865.6499999999996,Tierra,Celular,1,1,562
2023-11-23 20:58:23.441307,83,6.51,2874.8999999999996,Tierra,Celular,1,1,562
2023-11-23 20:58:28.441307,143,8.61,2886.3499999999995,Tierra,Celular,1,1,562
2023-11-23 20:58:33.441307,136,12.01,2906.4899999999993,Tierra,Celular,1,1,562
2023-11-23 20:58:38.441307,123,10.5,2925.0299999999993,Tierra,Celular,1,1,562
2023-11-23 20:58:43.441307,136,10.87,2940.8199999999993,Tierra,Celular,1,1,562
2023-11-23 20:58:48.441307,149,10.0,2951.019999999999,Tierra,Celular,1,1,562
2023-11-23 20:58:53.441307,109,10.71,2962.689999999999,Tierra,Celular,1,1,562
2023-11-23 20:58:58.441307,116,7.06,2970.919999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:03.441307,145,7.87,2975.829999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:08.441307,129,10.94,2993.869999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:13.441307,103,5.61,3003.009999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:18.441307,147,14.97,3022.3799999999987,Tierra,Celular,1,1,562
2023-11-23 20:59:23.441307,146,13.9,3039.8799999999987,Tierra,Celular,1,1,562
2023-11-23 20:59:28.441307,91,14.13,3061.319999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:33.441307,94,10.4,3073.829999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:38.441307,89,9.22,3081.979999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:43.441307,128,13.83,3103.289999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:48.441307,128,9.23,3116.5499999999993,Tierra,Celular,1,1,562
2023-11-23 20:59:53.441307,85,5.12,3123.669999999999,Tierra,Celular,1,1,562
2023-11-23 20:59:58.441307,107,10.49,3138.0699999999993,Tierra,Celular,1,1,562
2023-11-23 21:00:03.441307,122,11.3,3159.3299999999995,Tierra,Celular,1,1,562
2023-11-23 21:00:08.441307,123,6.95,3168.4899999999993,Tierra,Celular,1,1,562
2023-11-23 21:00:13.441307,145,11.75,3180.939999999999,Tierra,Celular,1,1,562
2023-11-23 21:00:18.441307,101,10.58,3192.929999999999,Tierra,Celular,1,1,562
2023-11-23 21:00:23.441307,81,9.09,3206.889999999999,Tierra,Celular,1,1,562
2023-11-23 21:00:28.441307,87,14.05,3214.499999999999,Tierra,Celular,1,1,562
2023-11-23 21:00:33.441307,86,8.64,3227.7799999999993,Tierra,Celular,1,1,562
2023-11-23 21:00:38.441307,99,6.04,3239.609999999999,Tierra,Celular,1,1,562
2023-11-23 21:00:43.441307,102,9.91,3251.4099999999994,Tierra,Celular,1,1,562
2023-11-23 21:00:48.441307,159,6.54,3259.9299999999994,Tierra,Celular,1,1,562
2023-11-23 21:00:53.441307,135,12.92,3275.5099999999993,Tierra,Celular,1,1,562
2023-11-23 21:00:58.441307,147,13.99,3298.479999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:03.441307,134,5.32,3302.019999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:08.441307,110,8.45,3312.829999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:13.441307,113,9.72,3327.359999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:18.441307,111,11.83,3337.609999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:23.441307,139,11.36,3343.979999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:28.441307,91,5.51,3350.119999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:33.441307,89,9.16,3355.449999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:38.441307,113,8.95,3371.039999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:43.441307,154,5.64,3376.119999999999,Tierra,Celular,1,1,562
2023-11-23 21:01:48.441307,113,7.39,3384.6099999999988,Tierra,Celular,1,1,562
2023-11-23 21:01:53.441307,145,13.45,3402.8499999999985,Tierra,Celular,1,1,562
2023-11-23 21:01:58.441307,126,5.3,3408.3199999999983,Tierra,Celular,1,1,562
2023-11-23 21:02:03.441307,145,13.11,3421.6199999999985,Tierra,Celular,1,1,562
2023-11-23 21:02:08.441307,108,9.57,3430.4699999999984,Tierra,Celular,1,1,562
2023-11-23 21:02:13.441307,94,13.3,3452.1199999999985,Tierra,Celular,1,1,562
2023-11-23 21:02:18.441307,105,8.64,3458.3099999999986,Tierra,Celular,1,1,562
2023-11-23 21:02:23.441307,127,13.62,3476.1899999999987,Tierra,Celular,1,1,562
2023-11-23 21:02:28.441307,132,13.02,3500.1099999999988,Tierra,Celular,1,1,562
2023-11-23 21:02:33.441307,143,10.44,3510.5399999999986,Tierra,Celular,1,1,562
2023-11-23 21:02:38.441307,108,8.61,3515.3699999999985,Tierra,Celular,1,1,562
2023-11-23 21:02:43.441307,126,7.46,3529.8499999999985,Tierra,Celular,1,1,562
2023-11-23 21:02:48.441307,108,14.05,3544.4699999999984,Tierra,Celular,1,1,562
2023-11-23 21:02:53.441307,126,8.56,3557.6799999999985,Tierra,Celular,1,1,562
2023-11-23 21:02:58.441307,151,7.8,3570.0199999999986,Tierra,Celular,1,1,562
2023-11-23 21:03:03.441307,131,7.06,3582.779999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:08.441307,150,13.41,3606.1299999999987,Tierra,Celular,1,1,562
2023-11-23 21:03:13.441307,139,13.79,3617.819999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:18.441307,119,6.48,3629.009999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:23.441307,129,11.44,3648.339999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:28.441307,134,6.7,3657.3799999999987,Tierra,Celular,1,1,562
2023-11-23 21:03:33.441307,151,6.79,3664.679999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:38.441307,107,14.45,3674.559999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:43.441307,157,14.08,3688.929999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:48.441307,86,5.45,3697.999999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:53.441307,87,12.13,3715.519999999999,Tierra,Celular,1,1,562
2023-11-23 21:03:58.441307,93,13.52,3725.179999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:03.441307,80,9.97,3736.259999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:08.441307,116,6.06,3747.949999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:13.441307,83,7.22,3755.509999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:18.441307,126,10.85,3777.059999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:23.441307,133,14.97,3806.809999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:28.441307,91,6.99,3818.959999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:33.441307,120,9.94,3835.949999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:38.441307,110,9.54,3851.789999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:43.441307,140,9.33,3870.259999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:48.441307,106,14.29,3878.789999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:53.441307,89,11.6,3884.609999999999,Tierra,Celular,1,1,562
2023-11-23 21:04:58.441307,92,10.58,3902.499999999999,Tierra,Celular,1,1,562
2023-11-23 21:05:03.441307,159,14.43,3912.189999999999,Tierra,Celular,1,1,562
2023-11-23 21:05:08.441307,159,10.85,3927.409999999999,Tierra,Celular,1,1,562
